<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.04.07	09:04:00	3032.54	3032.98	3029.95	3030.11	101	0	14
2025.04.07	09:05:00	3029.95	3030.38	3027.46	3028.25	103	0	17
2025.04.07	09:06:00	3028.24	3030.15	3027.64	3028.71	100	0	17
2025.04.07	09:07:00	3028.94	3028.97	3025.24	3025.26	95	0	17
2025.04.07	09:08:00	3025.23	3026.63	3024.80	3024.84	106	0	17
2025.04.07	09:09:00	3024.70	3028.46	3024.70	3027.67	105	0	17
2025.04.07	09:10:00	3027.58	3028.06	3026.93	3027.56	99	0	15
2025.04.07	09:11:00	3027.56	3029.64	3027.56	3028.45	82	0	17
2025.04.07	09:12:00	3028.13	3028.83	3027.73	3027.90	86	0	17
2025.04.07	09:13:00	3027.90	3028.02	3022.83	3023.12	105	0	17
2025.04.07	09:14:00	3023.18	3026.98	3022.29	3026.89	105	0	18
2025.04.07	09:15:00	3026.67	3027.89	3022.61	3022.86	99	0	17
2025.04.07	09:16:00	3022.86	3023.65	3021.69	3022.59	95	0	17
2025.04.07	09:17:00	3022.42	3024.25	3022.39	3024.03	93	0	17
2025.04.07	09:18:00	3024.01	3025.87	3023.97	3023.97	95	0	17
2025.04.07	09:19:00	3023.92	3025.05	3023.09	3023.30	97	0	17
2025.04.07	09:20:00	3023.32	3024.44	3022.38	3023.15	101	0	16
2025.04.07	09:21:00	3023.30	3025.24	3023.07	3024.81	99	0	17
2025.04.07	09:22:00	3024.63	3024.82	3023.12	3023.92	83	0	8
2025.04.07	09:23:00	3023.79	3023.80	3020.92	3021.01	90	0	6
2025.04.07	09:24:00	3020.89	3021.55	3019.39	3021.24	100	0	14
2025.04.07	09:25:00	3021.22	3022.21	3020.83	3021.78	109	0	17
2025.04.07	09:26:00	3021.75	3022.06	3018.99	3020.23	106	0	17
2025.04.07	09:27:00	3020.39	3020.52	3016.64	3017.77	105	0	17
2025.04.07	09:28:00	3017.77	3020.35	3017.77	3017.96	102	0	16
2025.04.07	09:29:00	3017.93	3018.62	3017.16	3018.36	98	0	17
2025.04.07	09:30:00	3018.56	3021.53	3018.56	3020.37	110	0	17
2025.04.07	09:31:00	3020.43	3023.30	3020.43	3022.86	106	0	17
2025.04.07	09:32:00	3022.93	3023.08	3021.24	3021.75	94	0	17
2025.04.07	09:33:00	3022.35	3023.24	3022.04	3022.78	94	0	17
2025.04.07	09:34:00	3022.81	3024.88	3022.64	3024.57	93	0	17
2025.04.07	09:35:00	3024.59	3027.61	3024.46	3027.61	97	0	17
2025.04.07	09:36:00	3027.70	3027.90	3025.75	3026.14	104	0	17
2025.04.07	09:37:00	3025.99	3027.20	3025.29	3027.14	102	0	17
2025.04.07	09:38:00	3026.93	3029.03	3026.14	3027.89	102	0	17
2025.04.07	09:39:00	3028.17	3031.19	3027.62	3029.29	106	0	17
2025.04.07	09:40:00	3029.31	3029.46	3027.96	3028.71	88	0	17
2025.04.07	09:41:00	3028.71	3029.17	3027.23	3027.25	88	0	16
2025.04.07	09:42:00	3027.27	3028.97	3026.87	3028.74	90	0	17
2025.04.07	09:43:00	3028.72	3029.82	3028.21	3028.45	92	0	17
2025.04.07	09:44:00	3028.44	3028.62	3026.80	3027.84	103	0	17
2025.04.07	09:45:00	3027.67	3027.69	3025.62	3025.83	98	0	17
2025.04.07	09:46:00	3025.70	3026.20	3025.12	3026.13	94	0	11
2025.04.07	09:47:00	3026.23	3027.38	3026.23	3026.92	104	0	17
2025.04.07	09:48:00	3026.92	3027.13	3025.10	3026.42	96	0	12
2025.04.07	09:49:00	3026.36	3026.67	3025.12	3025.21	93	0	17
2025.04.07	09:50:00	3025.19	3025.19	3022.24	3022.42	112	0	15
2025.04.07	09:51:00	3022.40	3022.40	3018.80	3020.35	111	0	17
2025.04.07	09:52:00	3020.37	3024.03	3019.33	3023.93	113	0	17
2025.04.07	09:53:00	3024.09	3026.66	3024.09	3026.36	84	0	17
2025.04.07	09:54:00	3026.29	3026.37	3024.55	3025.49	104	0	17
2025.04.07	09:55:00	3025.88	3027.79	3025.77	3026.13	102	0	17
2025.04.07	09:56:00	3026.15	3028.72	3025.02	3027.82	112	0	17
2025.04.07	09:57:00	3027.99	3029.93	3027.68	3028.95	107	0	17
2025.04.07	09:58:00	3028.92	3030.56	3028.11	3028.17	93	0	16
2025.04.07	09:59:00	3028.21	3030.16	3027.47	3029.33	97	0	17
2025.04.07	10:00:00	3029.63	3030.27	3027.42	3029.02	119	0	17
2025.04.07	10:01:00	3028.98	3030.72	3028.44	3029.01	111	0	17
2025.04.07	10:02:00	3029.00	3030.12	3027.57	3028.25	108	0	17
2025.04.07	10:03:00	3028.39	3028.43	3024.20	3026.50	108	0	17
2025.04.07	10:04:00	3026.53	3026.63	3024.30	3024.59	106	0	16
2025.04.07	10:05:00	3024.59	3026.53	3023.33	3025.37	111	0	17
2025.04.07	10:06:00	3025.42	3025.62	3023.79	3025.25	112	0	17
2025.04.07	10:07:00	3025.61	3026.54	3021.72	3022.88	112	0	16
2025.04.07	10:08:00	3022.51	3022.51	3019.71	3020.28	106	0	17
2025.04.07	10:09:00	3020.24	3021.77	3018.09	3018.33	105	0	15
2025.04.07	10:10:00	3017.51	3019.32	3015.56	3016.40	100	0	17
2025.04.07	10:11:00	3016.37	3020.36	3016.32	3017.85	114	0	17
2025.04.07	10:12:00	3017.67	3017.67	3014.40	3014.40	111	0	17
2025.04.07	10:13:00	3014.67	3016.87	3014.51	3015.24	88	0	17
2025.04.07	10:14:00	3015.25	3015.98	3013.27	3014.21	100	0	17
2025.04.07	10:15:00	3014.22	3017.48	3013.69	3017.48	109	0	17
2025.04.07	10:16:00	3017.95	3019.62	3015.44	3019.53	108	0	13
2025.04.07	10:17:00	3019.57	3023.85	3017.69	3017.75	103	0	17
2025.04.07	10:18:00	3017.72	3019.15	3014.43	3015.14	111	0	17
2025.04.07	10:19:00	3015.07	3015.99	3014.35	3015.66	109	0	17
2025.04.07	10:20:00	3016.03	3020.70	3015.82	3020.63	108	0	17
2025.04.07	10:21:00	3020.64	3021.71	3019.23	3019.43	108	0	17
2025.04.07	10:22:00	3019.49	3021.32	3019.25	3021.25	108	0	17
2025.04.07	10:23:00	3021.25	3027.08	3020.18	3024.57	110	0	17
2025.04.07	10:24:00	3024.46	3026.98	3022.10	3025.81	113	0	17
2025.04.07	10:25:00	3025.55	3026.66	3023.25	3023.62	119	0	17
2025.04.07	10:26:00	3023.21	3023.23	3020.66	3020.71	114	0	17
2025.04.07	10:27:00	3020.93	3021.37	3019.49	3019.92	111	0	17
2025.04.07	10:28:00	3019.98	3021.54	3019.41	3019.49	108	0	17
2025.04.07	10:29:00	3019.53	3020.38	3018.57	3019.11	103	0	17
2025.04.07	10:30:00	3019.12	3024.27	3019.12	3024.27	110	0	15
2025.04.07	10:31:00	3024.30	3025.19	3023.18	3023.54	113	0	17
2025.04.07	10:32:00	3023.52	3026.38	3022.60	3024.97	103	0	12
2025.04.07	10:33:00	3024.90	3026.28	3024.16	3025.02	102	0	5
2025.04.07	10:34:00	3024.54	3024.54	3022.80	3022.80	96	0	17
2025.04.07	10:35:00	3022.82	3024.31	3022.00	3022.21	112	0	17
2025.04.07	10:36:00	3022.19	3022.80	3020.96	3021.12	106	0	17
2025.04.07	10:37:00	3021.13	3023.56	3021.13	3023.51	104	0	17
2025.04.07	10:38:00	3023.37	3023.47	3019.38	3019.46	94	0	17
2025.04.07	10:39:00	3019.45	3021.33	3019.45	3019.46	104	0	17
2025.04.07	10:40:00	3019.36	3021.87	3019.36	3021.45	88	0	17
2025.04.07	10:41:00	3021.64	3022.33	3020.44	3020.48	102	0	17
2025.04.07	10:42:00	3020.42	3021.36	3019.83	3021.19	91	0	17
2025.04.07	10:43:00	3021.07	3022.07	3020.68	3020.97	94	0	17
2025.04.07	10:44:00	3021.01	3021.21	3019.30	3019.30	79	0	17
2025.04.07	10:45:00	3019.30	3020.74	3018.58	3020.28	96	0	17
2025.04.07	10:46:00	3020.25	3020.52	3018.16	3019.11	103	0	17
2025.04.07	10:47:00	3019.11	3022.84	3019.11	3022.16	108	0	17
2025.04.07	10:48:00	3021.31	3025.69	3021.31	3024.63	106	0	17
2025.04.07	10:49:00	3024.63	3024.82	3022.95	3023.52	103	0	16
2025.04.07	10:50:00	3023.51	3025.51	3023.31	3023.32	100	0	17
2025.04.07	10:51:00	3023.91	3024.41	3022.62	3022.74	97	0	17
2025.04.07	10:52:00	3022.75	3024.37	3022.45	3024.24	100	0	17
2025.04.07	10:53:00	3024.46	3029.06	3024.46	3026.69	97	0	17
2025.04.07	10:54:00	3026.41	3026.46	3022.61	3022.63	109	0	17
2025.04.07	10:55:00	3022.53	3022.87	3021.40	3021.76	103	0	17
2025.04.07	10:56:00	3022.00	3022.33	3018.36	3018.38	89	0	17
2025.04.07	10:57:00	3018.27	3018.84	3015.95	3016.45	98	0	17
2025.04.07	10:58:00	3016.98	3019.34	3016.92	3017.77	97	0	17
2025.04.07	10:59:00	3018.07	3019.43	3017.45	3018.57	82	0	17
2025.04.07	11:00:00	3018.85	3020.17	3017.61	3019.07	102	0	16
2025.04.07	11:01:00	3018.86	3020.46	3018.28	3020.42	89	0	17
2025.04.07	11:02:00	3020.33	3022.11	3018.81	3021.13	101	0	17
2025.04.07	11:03:00	3021.12	3022.28	3020.80	3021.05	99	0	15
2025.04.07	11:04:00	3021.06	3022.10	3020.54	3022.02	108	0	11
2025.04.07	11:05:00	3022.13	3024.73	3020.78	3024.10	104	0	17
2025.04.07	11:06:00	3024.18	3026.48	3024.07	3026.00	107	0	17
2025.04.07	11:07:00	3026.05	3026.06	3023.21	3024.10	103	0	11
2025.04.07	11:08:00	3024.07	3024.23	3022.47	3022.66	101	0	17
2025.04.07	11:09:00	3022.65	3024.93	3022.62	3024.92	90	0	17
2025.04.07	11:10:00	3024.98	3027.25	3024.67	3027.19	91	0	17
2025.04.07	11:11:00	3027.23	3027.57	3024.89	3025.48	101	0	17
2025.04.07	11:12:00	3025.42	3026.36	3025.05	3026.27	93	0	11
2025.04.07	11:13:00	3026.34	3027.44	3025.57	3025.60	95	0	17
2025.04.07	11:14:00	3025.86	3028.27	3025.53	3027.77	101	0	6
2025.04.07	11:15:00	3027.82	3029.91	3027.51	3029.12	111	0	14
2025.04.07	11:16:00	3028.92	3029.47	3028.14	3028.87	97	0	15
2025.04.07	11:17:00	3029.01	3029.19	3026.04	3026.29	99	0	17
2025.04.07	11:18:00	3026.29	3028.85	3025.70	3028.85	96	0	17
2025.04.07	11:19:00	3028.84	3028.84	3026.28	3026.69	106	0	17
2025.04.07	11:20:00	3026.64	3028.39	3026.32	3026.90	97	0	17
2025.04.07	11:21:00	3026.76	3027.27	3025.85	3026.40	103	0	17
2025.04.07	11:22:00	3026.36	3027.32	3025.90	3027.08	95	0	17
2025.04.07	11:23:00	3027.00	3028.08	3025.76	3025.98	101	0	17
2025.04.07	11:24:00	3026.09	3026.91	3024.81	3026.09	104	0	17
2025.04.07	11:25:00	3025.51	3026.03	3024.54	3025.77	103	0	15
2025.04.07	11:26:00	3025.73	3025.87	3024.84	3025.03	100	0	17
2025.04.07	11:27:00	3025.04	3028.98	3024.20	3028.98	102	0	17
2025.04.07	11:28:00	3028.99	3029.51	3023.64	3023.83	111	0	17
2025.04.07	11:29:00	3023.92	3024.64	3023.18	3023.41	95	0	17
2025.04.07	11:30:00	3023.30	3026.19	3023.26	3025.75	91	0	16
2025.04.07	11:31:00	3025.87	3026.54	3024.66	3024.84	92	0	8
2025.04.07	11:32:00	3024.84	3024.97	3023.38	3024.39	90	0	17
2025.04.07	11:33:00	3024.50	3024.63	3023.27	3023.36	85	0	17
2025.04.07	11:34:00	3023.57	3024.41	3022.60	3023.63	87	0	17
2025.04.07	11:35:00	3023.55	3024.54	3023.02	3023.77	86	0	17
2025.04.07	11:36:00	3023.75	3024.10	3022.88	3023.19	79	0	17
2025.04.07	11:37:00	3023.19	3023.19	3021.04	3022.15	88	0	14
2025.04.07	11:38:00	3022.08	3024.99	3021.82	3024.99	87	0	17
2025.04.07	11:39:00	3025.01	3027.10	3024.89	3027.10	92	0	17
2025.04.07	11:40:00	3027.12	3028.72	3025.30	3025.45	103	0	17
2025.04.07	11:41:00	3025.44	3026.07	3023.89	3024.57	101	0	17
2025.04.07	11:42:00	3024.90	3027.87	3024.89	3027.33	92	0	17
2025.04.07	11:43:00	3026.81	3026.81	3025.07	3025.83	90	0	17
2025.04.07	11:44:00	3025.92	3027.68	3025.92	3027.44	98	0	17
2025.04.07	11:45:00	3027.25	3027.57	3026.89	3027.42	96	0	17
2025.04.07	11:46:00	3027.39	3028.36	3027.29	3027.87	91	0	17
2025.04.07	11:47:00	3028.02	3028.58	3027.70	3028.52	93	0	17
2025.04.07	11:48:00	3028.60	3029.49	3026.45	3027.79	89	0	17
2025.04.07	11:49:00	3027.84	3028.67	3027.83	3028.50	80	0	17
2025.04.07	11:50:00	3028.49	3030.36	3027.94	3030.36	84	0	17
2025.04.07	11:51:00	3030.35	3032.53	3030.35	3032.37	100	0	17
2025.04.07	11:52:00	3032.52	3033.85	3031.84	3033.68	101	0	17
2025.04.07	11:53:00	3033.69	3033.69	3031.54	3032.77	93	0	17
2025.04.07	11:54:00	3032.86	3034.83	3032.55	3034.64	92	0	17
2025.04.07	11:55:00	3034.90	3035.01	3034.10	3034.39	89	0	17
2025.04.07	11:56:00	3034.44	3035.44	3033.58	3034.50	89	0	17
2025.04.07	11:57:00	3034.44	3034.63	3033.69	3033.92	77	0	17
2025.04.07	11:58:00	3033.84	3033.94	3031.29	3031.43	73	0	17
2025.04.07	11:59:00	3031.45	3032.55	3030.88	3031.16	53	0	17
2025.04.07	12:00:00	3031.73	3031.77	3029.12	3029.82	76	0	17
2025.04.07	12:01:00	3030.11	3030.82	3029.34	3029.71	74	0	18
2025.04.07	12:02:00	3029.77	3029.81	3027.82	3028.74	89	0	17
2025.04.07	12:03:00	3028.65	3032.90	3027.93	3032.90	98	0	17
2025.04.07	12:04:00	3032.84	3033.38	3032.19	3032.41	84	0	17
2025.04.07	12:05:00	3032.52	3032.62	3030.57	3030.63	100	0	17
2025.04.07	12:06:00	3030.67	3031.95	3030.26	3030.72	100	0	17
2025.04.07	12:07:00	3030.75	3030.78	3027.45	3027.70	91	0	14
2025.04.07	12:08:00	3027.71	3027.94	3026.51	3027.70	100	0	17
2025.04.07	12:09:00	3027.72	3029.75	3027.72	3029.64	86	0	17
2025.04.07	12:10:00	3029.65	3029.94	3027.94	3028.55	76	0	17
2025.04.07	12:11:00	3027.89	3027.97	3027.11	3027.36	82	0	17
2025.04.07	12:12:00	3027.65	3027.76	3025.70	3026.71	91	0	17
2025.04.07	12:13:00	3026.73	3027.91	3026.38	3027.77	72	0	17
2025.04.07	12:14:00	3027.77	3028.23	3026.56	3027.75	81	0	17
2025.04.07	12:15:00	3027.64	3027.64	3025.97	3026.42	73	0	17
2025.04.07	12:16:00	3026.40	3027.48	3026.39	3026.64	81	0	17
2025.04.07	12:17:00	3026.65	3026.67	3024.48	3024.83	75	0	17
2025.04.07	12:18:00	3024.91	3025.80	3023.92	3024.47	94	0	17
2025.04.07	12:19:00	3024.48	3024.48	3019.65	3020.65	77	0	17
2025.04.07	12:20:00	3020.58	3022.09	3019.83	3021.49	81	0	17
2025.04.07	12:21:00	3021.54	3022.17	3020.69	3021.87	82	0	17
2025.04.07	12:22:00	3021.91	3023.41	3021.91	3023.23	87	0	14
2025.04.07	12:23:00	3023.23	3024.06	3022.73	3022.84	85	0	17
2025.04.07	12:24:00	3022.83	3023.34	3021.69	3021.96	86	0	17
2025.04.07	12:25:00	3022.19	3023.09	3021.85	3022.94	96	0	17
2025.04.07	12:26:00	3022.85	3023.64	3021.99	3023.34	100	0	17
2025.04.07	12:27:00	3023.35	3024.18	3022.77	3022.95	103	0	17
2025.04.07	12:28:00	3023.02	3025.04	3022.21	3024.86	106	0	14
2025.04.07	12:29:00	3024.82	3026.64	3024.74	3026.54	98	0	17
2025.04.07	12:30:00	3026.69	3027.54	3024.23	3025.38	96	0	17
2025.04.07	12:31:00	3025.44	3028.85	3025.04	3028.47	104	0	17
2025.04.07	12:32:00	3027.81	3029.35	3026.98	3029.35	88	0	17
2025.04.07	12:33:00	3029.56	3031.15	3029.03	3031.15	93	0	17
2025.04.07	12:34:00	3031.04	3031.67	3026.59	3026.64	102	0	17
2025.04.07	12:35:00	3026.53	3028.49	3026.17	3028.30	102	0	17
2025.04.07	12:36:00	3028.29	3028.51	3027.01	3027.91	87	0	17
2025.04.07	12:37:00	3027.90	3028.68	3026.49	3026.60	73	0	17
2025.04.07	12:38:00	3026.60	3027.81	3026.16	3027.80	79	0	17
2025.04.07	12:39:00	3028.29	3030.35	3028.17	3028.47	87	0	17
2025.04.07	12:40:00	3028.44	3029.38	3028.09	3029.33	89	0	17
2025.04.07	12:41:00	3029.34	3029.76	3028.62	3029.59	81	0	13
2025.04.07	12:42:00	3029.59	3030.48	3028.17	3028.29	93	0	22
2025.04.07	12:43:00	3028.01	3028.01	3025.24	3025.42	90	0	18
2025.04.07	12:44:00	3025.43	3026.64	3025.39	3025.66	79	0	17
2025.04.07	12:45:00	3025.42	3026.97	3024.69	3026.29	77	0	17
2025.04.07	12:46:00	3026.30	3026.38	3024.06	3024.06	87	0	19
2025.04.07	12:47:00	3023.97	3026.54	3023.97	3026.43	96	0	18
2025.04.07	12:48:00	3026.51	3028.53	3026.26	3028.23	95	0	18
2025.04.07	12:49:00	3028.22	3028.22	3025.88	3026.05	84	0	18
2025.04.07	12:50:00	3025.66	3026.18	3023.78	3024.09	75	0	17
2025.04.07	12:51:00	3024.02	3024.55	3022.33	3023.06	94	0	15
2025.04.07	12:52:00	3023.11	3025.33	3022.62	3023.90	103	0	17
2025.04.07	12:53:00	3023.92	3024.20	3023.41	3023.46	88	0	17
2025.04.07	12:54:00	3023.44	3024.18	3022.97	3023.62	90	0	17
2025.04.07	12:55:00	3023.35	3023.91	3022.63	3022.79	76	0	17
2025.04.07	12:56:00	3022.79	3022.79	3019.75	3020.67	93	0	17
2025.04.07	12:57:00	3021.03	3023.25	3020.32	3023.11	103	0	17
2025.04.07	12:58:00	3023.01	3025.36	3022.84	3025.36	95	0	17
2025.04.07	12:59:00	3025.36	3026.22	3025.08	3025.21	81	0	17
2025.04.07	13:00:00	3025.31	3026.95	3025.07	3025.53	80	0	17
2025.04.07	13:01:00	3025.84	3029.49	3025.43	3029.43	86	0	17
2025.04.07	13:02:00	3029.43	3030.19	3028.16	3029.46	113	0	17
2025.04.07	13:03:00	3029.62	3030.66	3028.95	3029.69	100	0	15
2025.04.07	13:04:00	3029.61	3029.86	3027.08	3027.08	96	0	17
2025.04.07	13:05:00	3027.05	3028.06	3024.25	3027.27	95	0	17
2025.04.07	13:06:00	3027.09	3029.43	3025.43	3029.10	108	0	17
2025.04.07	13:07:00	3029.23	3030.15	3028.36	3028.36	88	0	17
2025.04.07	13:08:00	3028.40	3029.85	3027.96	3029.14	93	0	5
2025.04.07	13:09:00	3028.86	3029.74	3027.52	3029.59	89	0	17
2025.04.07	13:10:00	3029.47	3029.47	3025.01	3025.64	93	0	17
2025.04.07	13:11:00	3025.64	3025.94	3025.40	3025.49	81	0	17
2025.04.07	13:12:00	3025.54	3028.03	3025.13	3027.83	88	0	17
2025.04.07	13:13:00	3027.80	3028.23	3026.54	3027.34	73	0	17
2025.04.07	13:14:00	3027.38	3027.52	3026.07	3026.48	67	0	17
2025.04.07	13:15:00	3026.64	3028.79	3026.29	3028.62	97	0	17
2025.04.07	13:16:00	3028.63	3028.80	3027.25	3027.47	90	0	17
2025.04.07	13:17:00	3027.48	3027.72	3026.52	3026.74	89	0	17
2025.04.07	13:18:00	3026.64	3029.34	3026.64	3029.27	87	0	17
2025.04.07	13:19:00	3029.30	3030.99	3029.23	3030.44	85	0	17
2025.04.07	13:20:00	3030.39	3031.90	3030.11	3031.24	89	0	17
2025.04.07	13:21:00	3031.36	3031.53	3030.24	3030.93	94	0	17
2025.04.07	13:22:00	3030.93	3031.21	3029.99	3030.65	75	0	17
2025.04.07	13:23:00	3030.69	3031.27	3030.17	3030.42	92	0	17
2025.04.07	13:24:00	3030.21	3030.32	3029.07	3029.52	98	0	17
2025.04.07	13:25:00	3029.56	3029.86	3029.04	3029.34	99	0	17
2025.04.07	13:26:00	3029.38	3030.53	3028.57	3030.35	103	0	17
2025.04.07	13:27:00	3030.44	3031.43	3030.18	3031.27	89	0	17
2025.04.07	13:28:00	3031.19	3032.39	3031.19	3032.25	95	0	17
2025.04.07	13:29:00	3032.53	3033.11	3031.98	3032.67	83	0	17
2025.04.07	13:30:00	3032.52	3034.14	3031.84	3032.71	90	0	17
2025.04.07	13:31:00	3032.72	3036.00	3032.72	3035.73	92	0	17
2025.04.07	13:32:00	3035.70	3036.06	3034.58	3035.08	97	0	17
2025.04.07	13:33:00	3035.09	3035.11	3033.37	3034.82	102	0	17
2025.04.07	13:34:00	3034.64	3035.81	3034.17	3035.78	80	0	17
2025.04.07	13:35:00	3035.70	3036.06	3033.14	3033.19	98	0	17
2025.04.07	13:36:00	3033.16	3033.61	3032.58	3032.78	82	0	17
2025.04.07	13:37:00	3032.75	3034.96	3032.33	3034.57	96	0	17
2025.04.07	13:38:00	3034.64	3035.76	3034.64	3035.50	94	0	17
2025.04.07	13:39:00	3035.40	3036.10	3033.69	3033.81	86	0	17
2025.04.07	13:40:00	3033.79	3033.79	3032.19	3032.77	103	0	17
2025.04.07	13:41:00	3032.76	3036.19	3032.61	3035.93	111	0	16
2025.04.07	13:42:00	3035.94	3036.20	3032.54	3033.66	104	0	16
2025.04.07	13:43:00	3033.60	3034.81	3032.34	3034.81	98	0	17
2025.04.07	13:44:00	3034.94	3035.64	3032.24	3032.35	86	0	17
2025.04.07	13:45:00	3032.26	3032.38	3030.04	3030.65	83	0	17
2025.04.07	13:46:00	3030.50	3033.07	3030.50	3032.77	80	0	17
2025.04.07	13:47:00	3033.14	3034.12	3032.46	3033.67	86	0	17
2025.04.07	13:48:00	3033.62	3035.16	3033.28	3034.10	87	0	17
2025.04.07	13:49:00	3034.11	3034.77	3033.81	3034.05	84	0	17
2025.04.07	13:50:00	3034.05	3036.00	3034.05	3035.48	99	0	17
2025.04.07	13:51:00	3035.50	3035.60	3034.44	3034.94	82	0	17
2025.04.07	13:52:00	3035.02	3036.38	3034.29	3036.27	87	0	17
2025.04.07	13:53:00	3035.87	3036.22	3033.59	3034.30	88	0	17
2025.04.07	13:54:00	3034.48	3034.76	3033.35	3034.30	86	0	17
2025.04.07	13:55:00	3034.07	3035.40	3033.44	3035.21	85	0	17
2025.04.07	13:56:00	3035.30	3035.53	3033.10	3033.15	92	0	17
2025.04.07	13:57:00	3032.81	3033.37	3031.10	3031.40	99	0	17
2025.04.07	13:58:00	3031.49	3033.15	3031.02	3031.53	97	0	20
2025.04.07	13:59:00	3031.54	3031.83	3031.00	3031.23	84	0	18
2025.04.07	14:00:00	3031.09	3034.05	3031.03	3033.16	101	0	17
2025.04.07	14:01:00	3032.46	3035.28	3032.46	3034.73	88	0	18
2025.04.07	14:02:00	3034.59	3036.13	3034.21	3035.53	79	0	13
2025.04.07	14:03:00	3035.53	3036.93	3035.00	3035.30	93	0	13
2025.04.07	14:04:00	3035.30	3036.06	3034.45	3035.16	98	0	17
2025.04.07	14:05:00	3035.27	3035.53	3034.22	3035.51	82	0	17
2025.04.07	14:06:00	3035.53	3038.28	3035.53	3037.80	94	0	17
2025.04.07	14:07:00	3037.83	3039.45	3037.66	3039.03	87	0	17
2025.04.07	14:08:00	3039.04	3041.65	3039.04	3040.03	99	0	17
2025.04.07	14:09:00	3040.04	3040.61	3039.64	3040.18	80	0	17
2025.04.07	14:10:00	3040.43	3040.50	3038.38	3038.90	100	0	17
2025.04.07	14:11:00	3038.26	3038.76	3036.30	3038.35	101	0	17
2025.04.07	14:12:00	3038.48	3040.60	3036.85	3040.48	106	0	17
