Date,Open,High,Low,Close,Change(Pips),Change(%),
03/17/2025 22:48,3000.34,3000.42,3000.22,3000.22,-12,0.00,
03/17/2025 22:47,3000.3,3000.41,3000.14,3000.36,6,0.00,
03/17/2025 22:46,3000.25,3000.37,3000.25,3000.3,5,0.00,
03/17/2025 22:45,3000.09,3000.23,3000.08,3000.12,3,0.00,
03/17/2025 22:44,3000.56,3000.61,3000.09,3000.09,-47,-0.02,
03/17/2025 22:43,3000.62,3000.62,3000.55,3000.55,-7,0.00,
03/17/2025 22:42,3000.67,3000.72,3000.59,3000.67,0,0.00,
03/17/2025 22:41,3000.66,3000.68,3000.55,3000.68,2,0.00,
03/17/2025 22:40,3000.52,3000.65,3000.46,3000.65,13,0.00,
03/17/2025 22:39,3000.67,3000.67,3000.46,3000.46,-21,-0.01,
03/17/2025 22:38,3000.65,3000.74,3000.49,3000.67,2,0.00,
03/17/2025 22:37,3000.6,3000.85,3000.6,3000.75,15,0.00,
03/17/2025 22:36,3000.61,3000.66,3000.56,3000.59,-2,0.00,
03/17/2025 22:35,3000.47,3000.68,3000.47,3000.6,13,0.00,
03/17/2025 22:34,3000.47,3000.61,3000.44,3000.47,0,0.00,
03/17/2025 22:33,3000.24,3000.34,3000.22,3000.29,5,0.00,
03/17/2025 22:32,3000.27,3000.36,3000.23,3000.25,-2,0.00,
03/17/2025 22:31,3000.21,3000.27,3000.21,3000.22,1,0.00,
03/17/2025 22:30,2999.97,3000.38,2999.97,3000.29,32,0.01,
03/17/2025 22:29,3000.75,3000.75,3000.06,3000.07,-68,-0.02,
03/17/2025 22:28,3001,3001.08,3000.7,3000.75,-25,-0.01,
03/17/2025 22:27,3000.94,3001.09,3000.87,3000.95,1,0.00,
03/17/2025 22:26,3000.83,3000.96,3000.8,3000.92,9,0.00,
03/17/2025 22:25,3000.76,3000.88,3000.73,3000.83,7,0.00,
03/17/2025 22:24,3000.45,3000.77,3000.45,3000.74,29,0.01,
03/17/2025 22:23,3000.34,3000.62,3000.34,3000.5,16,0.01,
03/17/2025 22:22,3000.5,3000.5,3000.33,3000.33,-17,-0.01,
